table,endpoint2,order,original_name,auto_processed_name,replacement_name,description,processing_notes,question
tests_2,Test,NA,IsOutbreakTesting,is_outbreak_testing,NA,"Whether the test is part of a response to an outbreak, rather than regular PREDICT surveillance efforts.",NA,NA
tests_2,Test,NA,TestID,test_id,NA,Unique numeric identifier for identifying a test.,NA,NA
tests_2,Test,NA,TestName,test_name,NA,"This is a non-unique combination of specimen ID, test requested, and test protocol.",NA,NA
tests_2,Test,NA,SiteName,site_name,DROP,Event-level information,NA,NA
tests_2,Test,NA,District,district,DROP,Event-level information,NA,NA
tests_2,Test,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
tests_2,Test,NA,SiteLatitude,site_latitude,DROP,Event-level information,NA,NA
tests_2,Test,NA,SiteLongitude,site_longitude,DROP,Event-level information,NA,NA
tests_2,Test,NA,EventLatitude,event_latitude,DROP,Event-level information,NA,NA
tests_2,Test,NA,EventLongitude,event_longitude,DROP,Event-level information,NA,NA
tests_2,Test,NA,EventDate,event_date,DROP,Event-level information,NA,NA
tests_2,Test,NA,Season,season,DROP,Event-level information,NA,NA
tests_2,Test,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
tests_2,Test,NA,EventName,event_name,DROP,Event-level information,NA,NA
tests_2,Test,NA,AnimalID,animal_id,DROP,Animal-level information,NA,NA
tests_2,Test,NA,TaxaGroup,taxa_group,DROP,Animal-level information,NA,NA
tests_2,Test,NA,AnimalClass,animal_class,DROP,Animal-level information,NA,NA
tests_2,Test,NA,SpeciesScientificName,species_scientific_name,DROP,Animal-level information,NA,NA
tests_2,Test,NA,SpeciesEnglishName,species_english_name,DROP,Animal-level information,NA,NA
tests_2,Test,NA,AnimalSampleDate,animal_sample_date,DROP,Animal-level information,NA,NA
tests_2,Test,NA,Sex,sex,DROP,Animal-level information,NA,NA
tests_2,Test,NA,SpecimenID,specimen_id,NA,Unique identifier for specimens. Preferred format:  AnimalID.SpecimenTypeSpecimen# The first oral swab sampled would be UTZB001.O1,NA,NA
tests_2,Test,NA,SpecimenType,specimen_type,DROP,Specimen-level information,NA,NA
tests_2,Test,NA,LabSubmissionDate,lab_submission_date,NA,Date test was submitted to laboratory.,NA,NA
tests_2,Test,NA,TestDate,test_date,NA,"The date test was performed. This field may not represent exactly when a test was run, as batches may be uploaded all at once and given the same date.",NA,NA
tests_2,Test,NA,ResultsDate,results_date,NA,"The date test results were obtained. This field may not represent exactly when test results are received, as batches may be uploaded at once and given the same date.",NA,NA
tests_2,Test,NA,LabName,lab_name,NA,Laboratory that performed initial test.,NA,NA
tests_2,Test,NA,TestType,test_type,NA,Type of test performed.,NA,NA
tests_2,Test,NA,TestRequested,test_requested,NA,Viral family test requested.,NA,NA
tests_2,Test,NA,TestRequestedProtocol,test_requested_protocol,NA,Specific protocol used for test. Many assays have been modified from originally published method.,NA,NA
tests_2,Test,NA,MethodologyReference,methodology_reference,NA,Citation for test protocol. Many assays have been modified from their original citation.,NA,NA
tests_2,Test,NA,TestResult,test_result,NA,Initial test result.,NA,NA
tests_2,Test,NA,RealTime_PositiveControlValue1,real_time_positive_control_value_1,NA,Positive control value used to confirm that PCR assay is working,NA,NA
tests_2,Test,NA,RealTime_PositiveControlValue2,real_time_positive_control_value_2,NA,Positive control value used to confirm that PCR assay is working,NA,NA
tests_2,Test,NA,RealTime_InternalControlValue,real_time_internal_control_value,NA,Internal control value used to confirm that PCR assay is working,NA,NA
tests_2,Test,NA,RealTime_CTValue,real_time_ct_value,NA,Numeric raw result of real-time PCR test.,NA,NA
tests_2,Test,NA,ConfirmationTestType,confirmation_test_type,NA,Type of confirmation test performed.,NA,NA
tests_2,Test,NA,LabName_Confirmation,lab_name_confirmation,NA,Laboratory that performed confirmation test,NA,NA
tests_2,Test,NA,ConfirmationTestDate,confirmation_test_date,NA,"The date confirmation test was performed. This field may not represent exactly when a test was run, as batches may be uploaded all at once and given the same date.",NA,NA
tests_2,Test,NA,ConfirmationResult,confirmation_result,NA,Confirmation test result.,NA,NA
tests_2,Test,NA,Sequence,sequence,NA,Sequenced virus.,NA,NA
tests_2,Test,NA,Virus,virus,NA,Virus name or strain.,NA,NA
tests_2,Test,NA,TestStatus,test_status,NA,Status of testing / interpretation.,NA,NA
tests_2,Test,NA,Notes,notes,test_notes,Laboratory notes for initial test.,NA,NA
tests_2,Test,NA,ConfirmationNotes,confirmation_notes,confirmation_test_notes,Laboratory notes for confirmation test.,NA,NA
tests_2,Test,NA,GovernmentReport,government_report,NA,Whether report has been generated for country ministries.,NA,NA
tests_2,Test,NA,DateGovtApprovedRelease,date_govt_approved_release,NA,When report was approved for release by relevant country ministry.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,SiteName,site_name,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,ConcurrentSamplingSite,concurrent_sampling_site,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,District,district,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,StateProv,state_prov,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,SiteLatitude,site_latitude,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,SiteLongitude,site_longitude,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,EventLatitude,event_latitude,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,EventLongitude,event_longitude,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,EventDate,event_date,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,DurationDays,duration_days,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,EventName,event_name,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,AnimalClass,animal_class,DROP,Animal-level information,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,SpeciesScientificName,species_scientific_name,DROP,Animal-level information,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,SpeciesEnglishName,species_english_name,DROP,Animal-level information,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,AnimalSampleDate,animal_sample_date,DROP,Animal-level information,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,Sex,sex,DROP,Animal-level information,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,Country,country,DROP,Event-level,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestBatch,test_batch,DROP,"Test batch name is an inconsistent combination of event name, specimen type, and other fields (date or storage method).",NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestID,test_id,NA,Unique numeric identifier for identifying a test.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestName,test_name,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,SpecimenID,specimen_id,DROP,Specimen-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,SpecimenType,specimen_type,DROP,Specimen-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,AnimalID,animal_id,DROP,Animal-level information,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TaxaGroup,taxa_group,DROP,Animal-level information,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,LabSubmissionDate,lab_submission_date,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestDate,test_date,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,ResultsDate,results_date,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,LabName,lab_name,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestType,test_type,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestRequested,test_requested,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestRequestedProtocol,test_requested_protocol,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,MethodologyReference,methodology_reference,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestResult,test_result,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,TestStatus,test_status,NA,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,GovernmentReport,government_report,NA,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,DateGovtApprovedRelease,date_govt_approved_release,NA,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,ConfirmationTestDate,confirmation_test_date,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,LabName_Confirmation,lab_name_confirmation,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,ConfirmationTestType,confirmation_test_type,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,ConfirmationResult,confirmation_result,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,sequence,sequence,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,Virus,virus,DROP,Test-level information.,NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,VirusStatus,virus_status,NA,"Determination whether virus is new or known by TG / SJA. This field is derived from interpretation field, which uses sequence genetic identity to establish viral species. New species are mainly determined by % identity cutoffs, but these differ between viral family.",NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,HumanThreat,human_threat,NA,"Determination whether virus is a human threat by TG / SJA. This field is derived from interpretation field, which uses knowledge of viral family and close species to assess human threat.",NA,NA
test_data_interpreted_2,TestDataInterpreted,NA,Interpretation,interpretation,NA,"Full written interpretation of sequence by TG / SJA. Interpretations include establishing new or known viral species status via genetic identity comparisons, viral family and close species to assess human threat level, as well as other comments.",NA,NA
test_data_serology_2,TestDataSerology,NA,TestBatch,test_batch,test_batch_name,"Test batch name is an inconsistent combination of event name, specimen type, and other fields (date or storage method).",NA,NA
test_data_serology_2,TestDataSerology,NA,Country,country,DROP,Event-level information,NA,NA
test_data_serology_2,TestDataSerology,NA,TestID,test_id,NA,Unique numeric identifier for identifying a test.,NA,NA
test_data_serology_2,TestDataSerology,NA,TestName,test_name,NA,"This is a non-unique combination of specimen ID, test requested, and test protocol.",NA,NA
test_data_serology_2,TestDataSerology,NA,SpecimenID,specimen_id,NA,Unique identifier for specimens. Preferred format:  AnimalID.SpecimenTypeSpecimen# The first oral swab sampled would be UTZB001.O1,NA,NA
test_data_serology_2,TestDataSerology,NA,SpecimenType,specimen_type,DROP,Specimen-level information,NA,NA
test_data_serology_2,TestDataSerology,NA,SampleID,sample_id,NA,Unique sample identifier.,NA,NA
test_data_serology_2,TestDataSerology,NA,TaxaGroup,taxa_group,DROP,Animal-level or Human-level information.,NA,NA
test_data_serology_2,TestDataSerology,NA,LabSubmissionDate,lab_submission_date,NA,Date test was submitted to laboratory.,NA,NA
test_data_serology_2,TestDataSerology,NA,TestDate,test_date,NA,"The date test was performed. This field may not represent exactly when a test was run, as batches may be uploaded all at once and given the same date.",NA,NA
test_data_serology_2,TestDataSerology,NA,ResultsDate,results_date,NA,"The date test results were obtained. This field may not represent exactly when test results are received, as batches may be uploaded at once and given the same date.",NA,NA
test_data_serology_2,TestDataSerology,NA,LabName,lab_name,NA,Laboratory that performed initial test.,NA,NA
test_data_serology_2,TestDataSerology,NA,TestType,test_type,NA,Type of test performed.,NA,NA
test_data_serology_2,TestDataSerology,NA,Virus,virus,NA,The target virus for serological testing.,NA,NA
test_data_serology_2,TestDataSerology,NA,ProteinTargeted,protein_targeted,NA,Protein targeted: part of virus or whole virus.,NA,NA
test_data_serology_2,TestDataSerology,NA,ProtocolReference,protocol_reference,NA,Protocol citation.,NA,NA
test_data_serology_2,TestDataSerology,NA,Result,result,NA,"Overall positive or negative, write-in field (possibly a number)",NA,NA
test_data_serology_2,TestDataSerology,NA,PositiveControlUsed,positive_control_used,NA,Description of positive control used,NA,NA
test_data_serology_2,TestDataSerology,NA,PositiveResultInterpretation,positive_result_interpretation,positive_control_interpretation,Result or interpretation of positive control.,NA,NA
test_data_serology_2,TestDataSerology,NA,ResultInterpretation,result_interpretation,NA,Result or interpretation of serological test.,NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationTestType,confirmation_test_type,NA,Type of confirmation test performed.,NA,NA
test_data_serology_2,TestDataSerology,NA,LabName_Confirmation,lab_name_confirmation,NA,Laboratory that performed confirmation test,NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationTestDate,confirmation_test_date,NA,"The date confirmation test was performed. This field may not represent exactly when a test was run, as batches may be uploaded all at once and given the same date.",NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationProteinTargeted,confirmation_protein_targeted,NA,Protein targeted for confirmation test: part of virus or whole virus.,NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationProtocolReference,confirmation_protocol_reference,NA,Protocol citation for confirmation test.,NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationResult,confirmation_result,NA,"Overall positive or negative, write-in field (possibly a number)",NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationPositiveControlUsed,confirmation_positive_control_used,NA,Description of positive control used in confirmation test.,NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationPositiveControlResult,confirmation_positive_control_result,confirmation_positive_control_interpretation,Result or interpretation of positive control in confirmation test.,NA,NA
test_data_serology_2,TestDataSerology,NA,ConfirmationResultInterpretation,confirmation_result_interepretation,NA,Result or interpretation of serological confirmation test.,NA,NA
test_data_serology_2,TestDataSerology,NA,TestStatus,test_status,NA,Status of testing / interpretation.,NA,NA
test_data_serology_2,TestDataSerology,NA,Notes,notes,NA,Laboratory notes for the initial test.,NA,NA
