eidith_name,eidith_class,eidith_order,eidith_family,eidith_genus,eidith_species,itis_name,itis_class,itis_order,itis_family,itis_genus,itis_species,itis_subspecies,itis_binomial
Niviventer cremoriventer,Mammalia,Rodentia,Muridae,Niviventer,cremoriventer,Niviventer cremoriventer,Mammalia,Rodentia,Muridae,Niviventer,cremoriventer,NA,Niviventer cremoriventer
Rhinosciurus laticaudatus,Mammalia,Rodentia,Sciuridae,Rhinosciurus,laticaudatus,Rhinosciurus laticaudatus,Mammalia,Rodentia,Sciuridae,Rhinosciurus,laticaudatus,NA,Rhinosciurus laticaudatus
Penthetor lucasi,Mammalia,Chiroptera,Pteropodidae,Penthetor,lucasi,Penthetor lucasi,Mammalia,Chiroptera,Pteropodidae,Penthetor,lucasi,NA,Penthetor lucasi
Chironax melanocephalus,Mammalia,Chiroptera,Pteropodidae,Chironax,melanocephalus,Chironax melanocephalus,Mammalia,Chiroptera,Pteropodidae,Chironax,melanocephalus,NA,Chironax melanocephalus
Kerivoula intermedia,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,intermedia,Kerivoula intermedia,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,intermedia,NA,Kerivoula intermedia
Murina cyclotis,Mammalia,Chiroptera,Vespertilionidae,Murina,cyclotis,Murina cyclotis,Mammalia,Chiroptera,Vespertilionidae,Murina,cyclotis,NA,Murina cyclotis
Rhinolophus robinsoni,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,robinsoni,Rhinolophus robinsoni,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,robinsoni,NA,Rhinolophus robinsoni
Sundamys muelleri,Mammalia,Rodentia,Muridae,Sundamys,muelleri,Sundamys muelleri,Mammalia,Rodentia,Muridae,Sundamys,muelleri,NA,Sundamys muelleri
Emballonura monticola,Mammalia,Chiroptera,Emballonuridae,Emballonura,monticola,Emballonura monticola,Mammalia,Chiroptera,Emballonuridae,Emballonura,monticola,NA,Emballonura monticola
Rattus tiomanicus,Mammalia,Rodentia,Muridae,Rattus,tiomanicus,Rattus tiomanicus,Mammalia,Rodentia,Muridae,Rattus,tiomanicus,NA,Rattus tiomanicus
Lenothrix canus,Mammalia,Rodentia,Muridae,Lenothrix,canus,Lenothrix canus,Mammalia,Rodentia,Muridae,Lenothrix,canus,NA,Lenothrix canus
Callosciurus notatus,Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Callosciurus notatus,Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,NA,Callosciurus notatus
Viverra tangalunga,Mammalia,Carnivora,Viverridae,Viverra,tangalunga,Viverra tangalunga,Mammalia,Carnivora,Viverridae,Viverra,tangalunga,NA,Viverra tangalunga
Echinosorex gymnura,Mammalia,Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,Echinosorex gymnura,Mammalia,Erinaceomorpha,Erinaceidae,Echinosorex,gymnura,NA,Echinosorex gymnura
Murina suilla,Mammalia,Chiroptera,Vespertilionidae,Murina,suilla,Murina suilla,Mammalia,Chiroptera,Vespertilionidae,Murina,suilla,NA,Murina suilla
Rhinolophus acuminatus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,acuminatus,Rhinolophus acuminatus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,acuminatus,NA,Rhinolophus acuminatus
Glischropus tylopus,Mammalia,Chiroptera,Vespertilionidae,Glischropus,tylopus,Glischropus tylopus,Mammalia,Chiroptera,Vespertilionidae,Glischropus,tylopus,NA,Glischropus tylopus
Tragulus javanicus,Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,Tragulus javanicus,Mammalia,Artiodactyla,Tragulidae,Tragulus,javanicus,NA,Tragulus javanicus
Rattus sikkimensis,Mammalia,Rodentia,Muridae,Rattus,sikkimensis,Rattus andamanensis,Mammalia,Rodentia,Muridae,Rattus,andamanensis,NA,Rattus andamanensis
Scotophilus nigrita,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,nigrita,Scotophilus nigrita,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,nigrita,NA,Scotophilus nigrita
Crocodylus porosus,Reptilia,Crocodilia,Crocodylidae,Crocodylus,porosus,Crocodylus porosus,Reptilia,Crocodilia,Crocodylidae,Crocodylus,porosus,NA,Crocodylus porosus
Rhinolophus trifoliatus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus,Rhinolophus trifoliatus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus,NA,Rhinolophus trifoliatus
Kerivoula pellucida,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,pellucida,Kerivoula pellucida,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,pellucida,NA,Kerivoula pellucida
Hylobates pileatus,Mammalia,Primates,Hylobatidae,Hylobates,pileatus,Hylobates pileatus,Mammalia,Primates,Hylobatidae,Hylobates,pileatus,NA,Hylobates pileatus
Vampyressa thyone,Mammalia,Chiroptera,Phyllostomidae,Vampyressa,thyone,Vampyressa thyone,Mammalia,Chiroptera,Phyllostomidae,Vampyressa,thyone,NA,Vampyressa thyone
Crocidura poensis,Mammalia,Soricomorpha,Soricidae,Crocidura,poensis,Crocidura poensis,Mammalia,Soricomorpha,Soricidae,Crocidura,poensis,NA,Crocidura poensis
Pipistrellus inexspectatus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,inexspectatus,Pipistrellus inexspectatus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,inexspectatus,NA,Pipistrellus inexspectatus
Chaerephon major,Mammalia,Chiroptera,Molossidae,Chaerephon,major,Chaerephon major,Mammalia,Chiroptera,Molossidae,Chaerephon,major,NA,Chaerephon major
Scotoecus hirundo,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,hirundo,Scotoecus hirundo,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,hirundo,NA,Scotoecus hirundo
Pipistrellus rusticus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,rusticus,Pipistrellus rusticus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,rusticus,NA,Pipistrellus rusticus
Taphozous mauritianus,Mammalia,Chiroptera,Emballonuridae,Taphozous,mauritianus,Taphozous mauritianus,Mammalia,Chiroptera,Emballonuridae,Taphozous,mauritianus,NA,Taphozous mauritianus
Lavia frons,Mammalia,Chiroptera,Megadermatidae,Lavia,frons,Lavia frons,Mammalia,Chiroptera,Megadermatidae,Lavia,frons,NA,Lavia frons
Pitheciidae sp.,Mammalia,Primates,Pitheciidae,NA,NA,Pitheciidae sp.,Mammalia,Primates,Pitheciidae,NA,NA,NA,NA
Iguana iguana,Reptilia,Squamata,Iguanidae,Iguana,iguana,Iguana iguana,Reptilia,Squamata,Iguanidae,Iguana,iguana,NA,Iguana iguana
Eurypyga helias,Aves,Eurypygiformes,Eurypygidae,Eurypyga,helias,Eurypyga helias,Aves,Eurypygiformes,Eurypygidae,Eurypyga,helias,NA,Eurypyga helias
Aratinga leucophthalma,Aves,Psittaciformes,Psittacidae,Aratinga,leucophthalma,Aratinga leucophthalma,Aves,Psittaciformes,Psittacidae,Aratinga,leucophthalma,NA,Aratinga leucophthalma
Maxomys hellwaldii,Mammalia,Rodentia,Muridae,Maxomys,hellwaldii,Maxomys hellwaldii,Mammalia,Rodentia,Muridae,Maxomys,hellwaldii,NA,Maxomys hellwaldii
Colobus angolensis palliatus,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,Colobus angolensis palliatus,Mammalia,Primates,Cercopithecidae,Colobus,angolensis,palliatus,Colobus angolensis
Procolobus gordonorum,Mammalia,Primates,Cercopithecidae,Procolobus,gordonorum,Piliocolobus gordonorum,Mammalia,Primates,Cercopithecidae,Piliocolobus,gordonorum,NA,Piliocolobus gordonorum
Cercopithecus mitis ssp. moloneyi,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,mitis,NA,Cercopithecus mitis
Cercocebus sanjei,Mammalia,Primates,Cercopithecidae,Cercocebus,sanjei,Cercocebus sanjei,Mammalia,Primates,Cercopithecidae,Cercocebus,sanjei,NA,Cercocebus sanjei
Rhinophylla fischerae,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,fischerae,Rhinophylla fischerae,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,fischerae,NA,Rhinophylla fischerae
Dobsonia exoleta,Mammalia,Chiroptera,Pteropodidae,Dobsonia,exoleta,Dobsonia exoleta,Mammalia,Chiroptera,Pteropodidae,Dobsonia,exoleta,NA,Dobsonia exoleta
Acerodon celebensis,Mammalia,Chiroptera,Pteropodidae,Acerodon,celebensis,Acerodon celebensis,Mammalia,Chiroptera,Pteropodidae,Acerodon,celebensis,NA,Acerodon celebensis
Sundasciurus lowii,Mammalia,Rodentia,Sciuridae,Sundasciurus,lowii,Sundasciurus lowii,Mammalia,Rodentia,Sciuridae,Sundasciurus,lowii,NA,Sundasciurus lowii
Philander opossum,Mammalia,Didelphimorphia,Didelphidae,Philander,opossum,Philander opossum,Mammalia,Didelphimorphia,Didelphidae,Philander,opossum,NA,Philander opossum
Rattus baluensis,Mammalia,Rodentia,Muridae,Rattus,baluensis,Rattus baluensis,Mammalia,Rodentia,Muridae,Rattus,baluensis,NA,Rattus baluensis
Myotis blythii,Mammalia,Chiroptera,Vespertilionidae,Myotis,blythii,Myotis blythii,Mammalia,Chiroptera,Vespertilionidae,Myotis,blythii,NA,Myotis blythii
Scotozous dormeri,Mammalia,Chiroptera,Vespertilionidae,Scotozous,dormeri,Scotozous dormeri,Mammalia,Chiroptera,Vespertilionidae,Scotozous,dormeri,NA,Scotozous dormeri
Vespertilio murinus,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,murinus,Vespertilio murinus,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,murinus,NA,Vespertilio murinus
Myotis chinensis,Mammalia,Chiroptera,Vespertilionidae,Myotis,chinensis,Myotis chinensis,Mammalia,Chiroptera,Vespertilionidae,Myotis,chinensis,NA,Myotis chinensis
Myotis annectans,Mammalia,Chiroptera,Vespertilionidae,Myotis,annectans,Myotis annectans,Mammalia,Chiroptera,Vespertilionidae,Myotis,annectans,NA,Myotis annectans
Barbastella beijingensis,Mammalia,Chiroptera,Vespertilionidae,Barbastella,beijingensis,Barbastella beijingensis,Mammalia,Chiroptera,Vespertilionidae,Barbastella,beijingensis,NA,Barbastella beijingensis
Vespertilio superans,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,superans,Vespertilio sinensis,Mammalia,Chiroptera,Vespertilionidae,Vespertilio,sinensis,NA,Vespertilio sinensis
Pipistrellus mimus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,mimus,Pipistrellus tenuis mimus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,tenuis,mimus,Pipistrellus tenuis
Myotis siligorensis,Mammalia,Chiroptera,Vespertilionidae,Myotis,siligorensis,Myotis siligorensis,Mammalia,Chiroptera,Vespertilionidae,Myotis,siligorensis,NA,Myotis siligorensis
Hirundo rupestris,Aves,Passeriformes,Hirundinidae,Hirundo,rupestris,Ptyonoprogne rupestris,Aves,Passeriformes,Hirundinidae,Ptyonoprogne,rupestris,NA,Ptyonoprogne rupestris
Plecotus auritus,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Plecotus auritus,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,NA,Plecotus auritus
Niviventer confucianus,Mammalia,Rodentia,Muridae,Niviventer,confucianus,Niviventer confucianus,Mammalia,Rodentia,Muridae,Niviventer,confucianus,NA,Niviventer confucianus
Collocalia maxima,Aves,Apodiformes,Apodidae,Collocalia,maxima,Aerodramus maximus,Aves,Apodiformes,Apodidae,Aerodramus,maximus,NA,Aerodramus maximus
Scotomanes ornatus,Mammalia,Chiroptera,Vespertilionidae,Scotomanes,ornatus,Scotomanes ornatus,Mammalia,Chiroptera,Vespertilionidae,Scotomanes,ornatus,NA,Scotomanes ornatus
Myotis longipes,Mammalia,Chiroptera,Vespertilionidae,Myotis,longipes,Myotis longipes,Mammalia,Chiroptera,Vespertilionidae,Myotis,longipes,NA,Myotis longipes
Myotis fimbriatus,Mammalia,Chiroptera,Vespertilionidae,Myotis,fimbriatus,Myotis fimbriatus,Mammalia,Chiroptera,Vespertilionidae,Myotis,fimbriatus,NA,Myotis fimbriatus
Tadarida teniotis,Mammalia,Chiroptera,Molossidae,Tadarida,teniotis,Tadarida teniotis,Mammalia,Chiroptera,Molossidae,Tadarida,teniotis,NA,Tadarida teniotis
Apus pacificus,Aves,Apodiformes,Apodidae,Apus,pacificus,Apus pacificus,Aves,Apodiformes,Apodidae,Apus,pacificus,NA,Apus pacificus
Myotis bombinus,Mammalia,Chiroptera,Vespertilionidae,Myotis,bombinus,Myotis bombinus,Mammalia,Chiroptera,Vespertilionidae,Myotis,bombinus,NA,Myotis bombinus
Myotis emarginatus,Mammalia,Chiroptera,Vespertilionidae,Myotis,emarginatus,Myotis emarginatus,Mammalia,Chiroptera,Vespertilionidae,Myotis,emarginatus,NA,Myotis emarginatus
Pitta nympha,Aves,Passeriformes,Pittidae,Pitta,nympha,Pitta nympha,Aves,Passeriformes,Pittidae,Pitta,nympha,NA,Pitta nympha
Eothenomys proditor,Mammalia,Rodentia,Muridae,Eothenomys,proditor,Eothenomys proditor,Mammalia,Rodentia,Cricetidae,Eothenomys,proditor,NA,Eothenomys proditor
Rattus tanezumi,Mammalia,Rodentia,Muridae,Rattus,tanezumi,Rattus tanezumi,Mammalia,Rodentia,Muridae,Rattus,tanezumi,NA,Rattus tanezumi
Steatomys pratensis,Mammalia,Rodentia,Muridae,Steatomys,pratensis,Steatomys pratensis,Mammalia,Rodentia,Nesomyidae,Steatomys,pratensis,NA,Steatomys pratensis
Myomys fumatus,Mammalia,Rodentia,Muridae,Myomys,fumatus,Mastomys natalensis,Mammalia,Rodentia,Muridae,Mastomys,natalensis,NA,Mastomys natalensis
Nyctalus plancyi,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,plancyi,Nyctalus plancyi,Mammalia,Chiroptera,Vespertilionidae,Nyctalus,plancyi,NA,Nyctalus plancyi
Neoromicia cf. zuluensis,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,zuluensis,Neoromicia zuluensis,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,zuluensis,NA,Neoromicia zuluensis
Chaerephon pumilus,Mammalia,Chiroptera,Molossidae,Chaerephon,pumilus,Chaerephon pumilus,Mammalia,Chiroptera,Molossidae,Chaerephon,pumilus,NA,Chaerephon pumilus
Galagonidae sp.,Mammalia,Primates,Galagonidae,NA,NA,Galagidae sp.,Mammalia,Primates,Galagidae,NA,NA,NA,NA
Bitis sp.,Reptilia,Squamata,Viperidae,Bitis,NA,Bitis sp.,Reptilia,Squamata,Viperidae,Bitis,NA,NA,NA
Treron calvus,Aves,Columbiformes,Columbidae,Treron,calvus,Treron calvus,Aves,Columbiformes,Columbidae,Treron,calvus,NA,Treron calvus
Mastomys hildebrandtii,Mammalia,Rodentia,Muridae,Mastomys,hildebrandtii,Mastomys natalensis,Mammalia,Rodentia,Muridae,Mastomys,natalensis,NA,Mastomys natalensis
Zelotomys hildegardeae,Mammalia,Rodentia,Muridae,Zelotomys,hildegardeae,Zelotomys hildegardeae,Mammalia,Rodentia,Muridae,Zelotomys,hildegardeae,NA,Zelotomys hildegardeae
Micronycteris hirsuta,Mammalia,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris hirsuta,Mammalia,Chiroptera,Phyllostomidae,Micronycteris,hirsuta,NA,Micronycteris hirsuta
Caluromys philander,Mammalia,Didelphimorphia,Didelphidae,Caluromys,philander,Caluromys philander,Mammalia,Didelphimorphia,Didelphidae,Caluromys,philander,NA,Caluromys philander
Sundamys infraluteus,Mammalia,Rodentia,Muridae,Sundamys,infraluteus,Sundamys infraluteus,Mammalia,Rodentia,Muridae,Sundamys,infraluteus,NA,Sundamys infraluteus
Rattus tiomanicus sabae,Mammalia,Rodentia,Muridae,Rattus,tiomanicus,Rattus tiomanicus,Mammalia,Rodentia,Muridae,Rattus,tiomanicus,NA,Rattus tiomanicus
Rhinopholus sinicus,Mammalia,Chiroptera,Rhinolophidae,Rhinopholus,sinicus,Rhinolophus sinicus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,NA,Rhinolophus sinicus
Papio sp.,Mammalia,Primates,Cercopithecidae,Papio,NA,Papio sp.,Mammalia,Primates,Cercopithecidae,Papio,NA,NA,NA
Coelops frithi,Mammalia,Chiroptera,Hipposideridae,Coelops,frithi,Coelops frithii,Mammalia,Chiroptera,Hipposideridae,Coelops,frithii,NA,Coelops frithii
Cephalopachus bancanus,Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,Cephalopachus bancanus,Mammalia,Primates,Tarsiidae,Cephalopachus,bancanus,NA,Cephalopachus bancanus
Dyacopterus spadiceus,Mammalia,Chiroptera,Pteropodidae,Dyacopterus,spadiceus,Dyacopterus spadiceus,Mammalia,Chiroptera,Pteropodidae,Dyacopterus,spadiceus,NA,Dyacopterus spadiceus
Pitta sordida,Aves,Passeriformes,Pittidae,Pitta,sordida,Pitta sordida,Aves,Passeriformes,Pittidae,Pitta,sordida,NA,Pitta sordida
Pycnonotus plumosus,Aves,Passeriformes,Pycnonotidae,Pycnonotus,plumosus,Pycnonotus plumosus,Aves,Passeriformes,Pycnonotidae,Pycnonotus,plumosus,NA,Pycnonotus plumosus
Tamiops rodolphii,Mammalia,Rodentia,Sciuridae,Tamiops,rodolphii,Tamiops rodolphii,Mammalia,Rodentia,Sciuridae,Tamiops,rodolphii,NA,Tamiops rodolphii
Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,gabriellae,Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,gabriellae,NA,Nomascus gabriellae
Rhinolophus coelophyllus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,coelophyllus,Rhinolophus coelophyllus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,coelophyllus,NA,Rhinolophus coelophyllus
Paraxerus sp.,Mammalia,Rodentia,Sciuridae,Paraxerus,NA,Paraxerus sp.,Mammalia,Rodentia,Sciuridae,Paraxerus,NA,NA,NA
Pseudomys sp.,Mammalia,Rodentia,Muridae,Pseudomys,NA,Pseudomys sp.,Mammalia,Rodentia,Muridae,Pseudomys,NA,NA,NA
Glaucidium hardyi,Aves,Strigiformes,Strigidae,Glaucidium,hardyi,Glaucidium hardyi,Aves,Strigiformes,Strigidae,Glaucidium,hardyi,NA,Glaucidium hardyi
Mus cookii,Mammalia,Rodentia,Muridae,Mus,cookii,Mus cookii,Mammalia,Rodentia,Muridae,Mus,cookii,NA,Mus cookii
Macaca arctoides,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Macaca arctoides,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,NA,Macaca arctoides
Tupaia tana,Mammalia,Scandentia,Tupaiidae,Tupaia,tana,Tupaia tana,Mammalia,Scandentia,Tupaiidae,Tupaia,tana,NA,Tupaia tana
Sundasciurus brookei,Mammalia,Rodentia,Sciuridae,Sundasciurus,brookei,Sundasciurus brookei,Mammalia,Rodentia,Sciuridae,Sundasciurus,brookei,NA,Sundasciurus brookei
Osteolaemus tetraspis tetraspis,Reptilia,Crocodilia,Crocodylidae,Osteolaemus,tetraspis,Osteolaemus tetraspis tetraspis,Reptilia,Crocodilia,Crocodylidae,Osteolaemus,tetraspis,tetraspis,Osteolaemus tetraspis
Mus cervicolor,Mammalia,Rodentia,Muridae,Mus,cervicolor,Mus cervicolor,Mammalia,Rodentia,Muridae,Mus,cervicolor,NA,Mus cervicolor
Uroderma sp.,Mammalia,Chiroptera,Phyllostomidae,Uroderma,NA,Uroderma sp.,Mammalia,Chiroptera,Phyllostomidae,Uroderma,NA,NA,NA
Enchisthenes hartii,Mammalia,Chiroptera,Phyllostomidae,Enchisthenes,hartii,Enchisthenes hartii,Mammalia,Chiroptera,Phyllostomidae,Enchisthenes,hartii,NA,Enchisthenes hartii
Chiroderma sp.,Mammalia,Chiroptera,Phyllostomidae,Chiroderma,NA,Chiroderma sp.,Mammalia,Chiroptera,Phyllostomidae,Chiroderma,NA,NA,NA
Aegialomys xanthaeolus,Mammalia,Rodentia,Cricetidae,Aegialomys,xanthaeolus,Aegialomys xanthaeolus,Mammalia,Rodentia,Cricetidae,Aegialomys,xanthaeolus,NA,Aegialomys xanthaeolus
Sigmodon peruanus,Mammalia,Rodentia,Muridae,Sigmodon,peruanus,Sigmodon peruanus,Mammalia,Rodentia,Cricetidae,Sigmodon,peruanus,NA,Sigmodon peruanus
Akodon mollis,Mammalia,Rodentia,Muridae,Akodon,mollis,Akodon mollis,Mammalia,Rodentia,Cricetidae,Akodon,mollis,NA,Akodon mollis
Sylvilagus brasiliensis,Mammalia,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,Sylvilagus brasiliensis,Mammalia,Lagomorpha,Leporidae,Sylvilagus,brasiliensis,NA,Sylvilagus brasiliensis
Ceyx erithaca,Aves,Coraciiformes,Alcedinidae,Ceyx,erithaca,Ceyx erithaca,Aves,Coraciiformes,Alcedinidae,Ceyx,erithaca,NA,Ceyx erithaca
Rhinolophus paradoxolophus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,paradoxolophus,Rhinolophus paradoxolophus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,paradoxolophus,NA,Rhinolophus paradoxolophus
Miniopterus australis,Mammalia,Chiroptera,Miniopteridae,Miniopterus,australis,Miniopterus australis,Mammalia,Chiroptera,Miniopteridae,Miniopterus,australis,NA,Miniopterus australis
Copsychus stricklandii,Aves,Passeriformes,Muscicapidae,Copsychus,stricklandii,Copsychus stricklandii,Aves,Passeriformes,Muscicapidae,Copsychus,stricklandii,NA,Copsychus stricklandii
Maxomys alticola,Mammalia,Rodentia,Muridae,Maxomys,alticola,Maxomys alticola,Mammalia,Rodentia,Muridae,Maxomys,alticola,NA,Maxomys alticola
Cercocebus albigena,Mammalia,Primates,Cercopithecidae,Cercocebus,albigena,Lophocebus albigena,Mammalia,Primates,Cercopithecidae,Lophocebus,albigena,NA,Lophocebus albigena
Ametrida centurio,Mammalia,Chiroptera,Phyllostomidae,Ametrida,centurio,Ametrida centurio,Mammalia,Chiroptera,Phyllostomidae,Ametrida,centurio,NA,Ametrida centurio
Myotis cf. oxyotus,Mammalia,Chiroptera,Vespertilionidae,Myotis,oxyotus,Myotis oxyotus,Mammalia,Chiroptera,Vespertilionidae,Myotis,oxyotus,NA,Myotis oxyotus
Artibeus glaucus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,glaucus,Dermanura glauca,Mammalia,Chiroptera,Phyllostomidae,Dermanura,glauca,NA,Dermanura glauca
Mus (nannomys) sp.,Mammalia,NA,NA,NA,NA,Mus sp.,Mammalia,Rodentia,Muridae,Mus,NA,NA,NA
Praomys misonnei,Mammalia,Rodentia,Muridae,Praomys,misonnei,Praomys misonnei,Mammalia,Rodentia,Muridae,Praomys,misonnei,NA,Praomys misonnei
Callosciurus prevostii,Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Callosciurus prevostii,Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,NA,Callosciurus prevostii
Thecurus crassispinis,Mammalia,Rodentia,Hystricidae,Thecurus,crassispinis,Hystrix crassispinis,Mammalia,Rodentia,Hystricidae,Hystrix,crassispinis,NA,Hystrix crassispinis
Cyornis rufigastra,Aves,Passeriformes,Muscicapidae,Cyornis,rufigastra,Cyornis rufigastra,Aves,Passeriformes,Muscicapidae,Cyornis,rufigastra,NA,Cyornis rufigastra
Actenoides concretus,Aves,Coraciiformes,Alcedinidae,Actenoides,concretus,Actenoides concretus,Aves,Coraciiformes,Alcedinidae,Actenoides,concretus,NA,Actenoides concretus
Alophoixus phaeocephalus,Aves,Passeriformes,Pycnonotidae,Alophoixus,phaeocephalus,Alophoixus phaeocephalus,Aves,Passeriformes,Pycnonotidae,Alophoixus,phaeocephalus,NA,Alophoixus phaeocephalus
Pteropus vampyrus,Mammalia,Chiroptera,Pteropodidae,Pteropus,vampyrus,Pteropus vampyrus,Mammalia,Chiroptera,Pteropodidae,Pteropus,vampyrus,NA,Pteropus vampyrus
Myotis muricola,Mammalia,Chiroptera,Vespertilionidae,Myotis,muricola,Myotis muricola,Mammalia,Chiroptera,Vespertilionidae,Myotis,muricola,NA,Myotis muricola
Varanus salvator,Reptilia,Squamata,Varanidae,Varanus,salvator,Varanus salvator,Reptilia,Squamata,Varanidae,Varanus,salvator,NA,Varanus salvator
Python reticulatus,Reptilia,Squamata,Pythonidae,Python,reticulatus,Python reticulatus,Reptilia,Squamata,Pythonidae,Python,reticulatus,NA,Python reticulatus
Coelognathus radiatus,Reptilia,Squamata,Colubridae,Coelognathus,radiatus,Coelognathus radiatus,NA,NA,NA,NA,NA,NA,NA
Naja sumatrana,Reptilia,Squamata,Elapidae,Naja,sumatrana,Naja sumatrana,Reptilia,Squamata,Elapidae,Naja,sumatrana,NA,Naja sumatrana
Presbytis melalophos,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,Presbytis melalophos,Mammalia,Primates,Cercopithecidae,Presbytis,melalophos,NA,Presbytis melalophos
Phoniscus atrox,Mammalia,Chiroptera,Vespertilionidae,Phoniscus,atrox,Phoniscus atrox,Mammalia,Chiroptera,Vespertilionidae,Phoniscus,atrox,NA,Phoniscus atrox
Kerivoula minuta,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,minuta,Kerivoula minuta,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,minuta,NA,Kerivoula minuta
Horornis vulcania,Aves,Passeriformes,Cettiidae,Horornis,vulcania,Horornis vulcanius,Aves,Passeriformes,Cettiidae,Horornis,vulcanius,NA,Horornis vulcanius
Callosciurus adamsi,Mammalia,Rodentia,Sciuridae,Callosciurus,adamsi,Callosciurus adamsi,Mammalia,Rodentia,Sciuridae,Callosciurus,adamsi,NA,Callosciurus adamsi
Hystrix crassispinis,Mammalia,Rodentia,Hystricidae,Hystrix,crassispinis,Hystrix crassispinis,Mammalia,Rodentia,Hystricidae,Hystrix,crassispinis,NA,Hystrix crassispinis
Petaurillus hosei,Mammalia,Rodentia,Sciuridae,Petaurillus,hosei,Petaurillus hosei,Mammalia,Rodentia,Sciuridae,Petaurillus,hosei,NA,Petaurillus hosei
